text,testament,book,chapter,verse,duration_seconds,speaker_id,filename,everyvoice_utmos,everyvoice_asr_hyp,everyvoice_wer
"Nítorí, ẹ̀yin ara, ẹ jẹ́ àwòkọ́ṣe àwọn ìjọ Ọlọ́run tí o wà ní Judea nínú Kristi Jesu. Nítorí pé ẹ̀yin pẹ̀lú jìyà irú ohun kan náà lọ́wọ́ àwọn ará ìlú yín, gẹ́gẹ́ bí àwọn pẹ̀lú ti jìyà lọ́wọ́ àwọn Júù,",New Testament,1 Thessalonians,2,14,14.96,SPEAKER_00,1TH_002_Verse_014.wav,1.8720703125,nítorí ẹ̀yin ará ẹ jẹ́ àwòkọ́ṣẹ àwọn ìjọ ọlọ́run tí ó wà ní judea nínú kristi jesu nítorí pé ẹ̀yin pẹ̀lú jìyà irú ohùn kan náà lọ́wọ́ àwọn ará ìlú yín gẹ́gẹ́ bí àwọn pẹ̀lú ti jìyà lọ́wọ́ àwọn júù,0.3
"Olúwa sọ fún Mose pé,",Old Testament,Leviticus,7,28,2.49,SPEAKER_00,LEV_007_Verse_028.wav,1.693359375,olúwa sọ fún mose pé,0.6
"Ó sì ṣe, bí ó ti ń lọ, ó sì súnmọ́ Damasku; lójijì, ìmọ́lẹ̀ láti ọ̀run wá mọ́lẹ̀ yí i ká.",New Testament,Acts,9,3,8.77,SPEAKER_00,ACT_009_Verse_003.wav,2.458984375,ó sì ṣe bí ó ti ń lọ ó sì súnmọ́ damasku lójijì ìmọ́lẹ̀ láti ọ̀run wá mọ́lẹ̀ yíká,0.38095238095238093
"Ní ìgbà tí Menahemu ń jáde bọ̀ láti Tirsa, ó dojúkọ Tifisa àti gbogbo ènìyàn tí ó wà ní ìlú ńlá àti agbègbè rẹ̀, nítorí wọn kọ̀ láti sí ẹnu ibodè. Ó yọ Tifisa kúrò lẹ́nu iṣẹ́, ó sì la inú gbogbo àwọn obìnrin aboyún. Menahemu ọba Israẹli",Old Testament,2 Kings,15,16,21.95,SPEAKER_00,2KI_015_Verse_016.wav,2.494140625,ní ìgbà tí menaimu jáde bọ̀ láti tirsa ó dojúkọ tifisa àti gbogbo ènìyàn tí ó wà ní ìlú ńlá àti agbègbè rẹ̀ nítorí wọn kọ̀ láti sí ẹnu ibodè ó yọ tifisa kúrò lẹ́nu iṣẹ́ ó sì là inú gbogbo àwọn obìnrin àbòyú,0.3125
"Peteru sì dá a lóhùn pé, “Bí gbogbo ènìyàn tilẹ̀ kọ̀ ọ́ sílẹ̀, èmi kì yóò ṣe bẹ́ẹ̀.”",New Testament,Matthew,26,33,7.34,SPEAKER_00,MAT_026_Verse_033.wav,2.46484375,peteru sì dá a lóhùn pé bí gbogbo ènìyàn tilẹ̀ kọ̀ ọ́ sílẹ̀ èmi kì yóò ṣe bẹ́ẹ̀,0.2777777777777778
"“Má ṣe tẹ́tí sí Hesekiah. Èyí ni ohun tí ọba Asiria wí pé, ‘Fi ẹ̀bùn wá ojúrere mi, kí o sì jáde tọ̀ mí wá.’ Nígbà náà olúkúlùkù yín yóò jẹun láti inú àjàrà rẹ̀ àti igi ọ̀pọ̀tọ́, yóò sì mu omi láti inú àmù rẹ̀,",Old Testament,2 Kings,18,31,17.2,SPEAKER_00,2KI_018_Verse_031.wav,2.28125,má ṣe tẹ́tí sí hesekia èyí ni ohun tí ọba asiria wí pé fi ẹ̀bùn wá ojúrere mi kí o sì jáde tọ̀ mí wá nígbà náà olúkúlùkù yín yóò jẹun láti inú àjàrà rẹ̀ àti igi ọ̀pọ̀tọ́ yóò sì mú omi láti inú àmu rẹ̀,0.2826086956521739
"Ṣùgbọ́n ẹ yọ̀ kí inú yín dùn títí láé nínú ohun tí èmi yóò dá, nítorí èmi yóò dá Jerusalẹmu láti jẹ́ ohun ìdùnnú àti àwọn ènìyàn rẹ̀, ohun ayọ̀.",Old Testament,Isaiah,65,18,12.44,SPEAKER_00,ISA_065_Verse_018.wav,2.322265625,ṣùgbọ́n ẹ yọ̀ kí inú yín dùn títí láé nínú ohun tí èmi yóò dá nítorí èmi yóò dá jerusalẹmu láti jẹ ohun ìdùnnú àti àwọn ènìyàn rẹ̀ ohun ayọ̀,0.2
"Kí ìwọ kí ó ṣe pákó mẹ́fà sì ìkangun, ní ìkangun ìhà ìwọ̀-oòrùn àgọ́ náà,",Old Testament,Exodus,26,22,7.02,SPEAKER_00,EXO_026_Verse_022.wav,2.255859375,kí ìwọ kí ó ṣe pákó mẹ́fà sí ìkangun ní ìkangun ìhà ìwọ̀-oòrùn àgọ́ náà,0.26666666666666666
"Olúwa sọ fún Mose pé,",Old Testament,Leviticus,6,1,2.72,SPEAKER_00,LEV_006_Verse_001.wav,1.9755859375,olúwa sọ fún mose pé,0.6
"Èṣù sì mú un lọ sí Jerusalẹmu, ó sì gbé e lé ibi ṣóńṣó tẹmpili, ó sì wí fún un pé, “Bí ìwọ bá ṣe Ọmọ Ọlọ́run, bẹ́ sílẹ̀ fún ara rẹ láti ibí yìí.",New Testament,Luke,4,9,13.07,SPEAKER_00,LUK_004_Verse_009.wav,1.841796875,èṣù sì mú lọ sí jerusalẹmu ó sì gbé e le ibi ṣóṣó tẹmpili ó sì wí fún un pé bí ìwọ bá ṣe ọmọ ọlọ́run bẹ́ sílẹ̀ fún ara rẹ láti ibí yìí,0.3142857142857143
Ó dára láti máa gbẹ́kẹ̀lé Olúwa ju àti gbẹ́kẹ̀lé ènìyàn lọ.,Old Testament,Psalms,118,8,4.66,SPEAKER_00,PSA_118_Verse_008.wav,2.248046875,ó dára láti máa gbẹ́kẹ̀lé olúwa jù àti gbẹ́kẹ̀lé ènìyàn lọ,0.36363636363636365
"Abimeleki tún lọ sí Tebesi, ó yí ìlú náà ká pẹ̀lú àwọn ọmọ-ogun, ó sì ṣẹ́gun rẹ̀.",Old Testament,Judges,9,50,5.5,SPEAKER_00,JDG_009_Verse_050.wav,2.51953125,abimeleki tún lọ sí tebesi ó yí ìlú náà ká pẹ̀lú àwọn ọmọ-ogun ó sì ṣẹ́gun rẹ̀,0.23529411764705882
"“Olúwa rẹ sì wí fún un pé, ‘Ní ẹnu ara rẹ náà ni èmi ó ṣe ìdájọ́ rẹ, ìwọ ọmọ ọ̀dọ̀ búburú, ìwọ mọ̀ pé òǹrorò ènìyàn ni mí, pé, èmi a máa mú èyí tí èmi kò fi lélẹ̀ èmi a sì máa ká èyí tí èmi kò gbìn.",New Testament,Luke,19,22,17.31,SPEAKER_00,LUK_019_Verse_022.wav,1.7294921875,olúwa rẹ̀ sì wí fún un pé ní ẹnu ara rẹ náà ni èmi ó ṣe ìdájọ́ rẹ ìwọ ọmọ ọ̀dọ̀ búburú ìwọ mọ̀ pé òǹrorò ènìyàn ni mí pé èmi a máa mú èyí tí èmi kò fi lélẹ̀ èmi a sì máa ka èyí tí èmi kò gbìn,0.2
"Nígbà náà ni ìbínú mi sí o yóò rọ̀, owú ìbínú mi yóò sì kúrò lọ́dọ̀ rẹ; inú mi yóò rọ̀, èmi kò sì ní bínú mọ́.”",Old Testament,Ezekiel,16,42,9.8,SPEAKER_00,EZK_016_Verse_042.wav,2.48828125,nígbà náà ni ìbínú mi sí yóò rọ̀ owó ìbínú mi yóò sì kúrò lọ́dọ̀ rẹ inú mi yóò rọ̀ èmi kò sì ní bínú mọ́ ọn,0.2962962962962963
Olúwa ni agbára àti orin mi; ó sì di ìgbàlà mi.,Old Testament,Psalms,118,14,4.13,SPEAKER_00,PSA_118_Verse_014.wav,2.037109375,olúwa ní agbára àti orin mì ó sì di ìgbàlà mì,0.36363636363636365
"Èmi yóò fi ìdí ìjọba rẹ̀ kalẹ̀ títí láé tí kò bá kọ̀ láti gbé àṣẹ àti òfin mi jáde, gẹ́gẹ́ bí a ti ṣe é ní àsìkò yìí.",Old Testament,1 Chronicles,28,7,10.79,SPEAKER_00,1CH_028_Verse_007.wav,1.9912109375,èmi yóò fi ìdí ìjọba rẹ̀ kalẹ̀ títí láé tí kò bá kọ̀ láti gbé àṣẹ àti òfin mi jáde gẹ́gẹ́ bí a ti ṣe é ní àsìkò yìí,0.10344827586206896
Ní Jerusalẹmu Dafidi mú ọ̀pọ̀ ìyàwó ó sì di baba àwọn ọmọ ọkùnrin púpọ̀ àti ọmọbìnrin.,Old Testament,1 Chronicles,14,3,7.64,SPEAKER_00,1CH_014_Verse_003.wav,2.568359375,ní jerusalẹmu dafidi mú ọ̀pọ̀ ìyàwó ó sì di baba àwọn ọmọkùnrin púpọ̀ àti ọmọbìnrin,0.375
"Lẹ́yìn tí Jesu ti parí ọ̀rọ̀ yìí, ó kúrò ní Galili. Ó sì yípo padà sí Judea, ó gba ìhà kejì odò Jordani.",New Testament,Matthew,19,1,11.03,SPEAKER_00,MAT_019_Verse_001.wav,2.171875,lẹ́yìn tí jesu ti parí ọ̀rọ̀ yìí ó kúrò ní galili ó sì yípò padà sí judea ó gba ìhà kejì odò jordani,0.34782608695652173
"Ìjọ ènìyàn dáhùn, wọ́n sì wí pé, “Ìwọ ní ẹ̀mí èṣù, ta ni ń wá ọ̀nà láti pa ọ́?”",New Testament,John,7,20,7.2,SPEAKER_00,JHN_007_Verse_020.wav,2.392578125,ìjọ ènìyàn dáhùn wọ́n sì wí pé ìwọ ní ẹ̀mí èṣù ta ni ń wá ọ̀nà láti pa ọ́,0.3157894736842105
"Nítorí tí ìwọ wí pé, èmi ní ọrọ̀, èmi sì ń pọ̀ sí i ni ọrọ̀, èmi kò sì ṣe aláìní ohunkóhun; tí ìwọ kò sì mọ̀ pé, òsì ni ìwọ, ẹni-ìkáàánú, tálákà, afọ́jú, àti ẹni ìhòhò:",New Testament,Revelation,3,17,18.11,SPEAKER_00,REV_003_Verse_017.wav,1.6728515625,nítorí tí ìwọ wí pé èmi ní ọrọ̀ èmi sì ń pọ̀ sí i ní ọrọ̀ èmi kò sì ṣe aláìní ohunkóhun tí ìwọ kò sì mọ̀ pé o sì ní ìwọ ẹni ìkánú tálákà afọ́jú àti ẹni ihò,0.43243243243243246
"Nítorí náà mo gbèrò láti kọ́ ilé fún orúkọ Olúwa Ọlọ́run mi, bí Olúwa ti sọ fún Dafidi baba mi, nígbà tí ó wí pé, ‘Ọmọ rẹ tí èmi yóò gbé ka orí ìtẹ́ rẹ ní ipò rẹ ni yóò kọ́ ilé náà fún orúkọ mi.’",Old Testament,1 Kings,5,5,13.9,SPEAKER_00,1KI_005_Verse_005.wav,2.357421875,nítorí náà mo gbèrò láti kọ́ ilé fún orúkọ olúwa ọlọ́run mi bí olúwa ti sọ fún dafidi baba mi nígbà tí ó wí pé ọmọ rẹ tí èmi yóò gbé ka orí ìtẹ́ rẹ ní ipò rẹ ni yóò kọ́ ilé náà fún orúkọ mi,0.21739130434782608
"Ó sì ṣe, nígbà tí Huṣai ará Arki, ọ̀rẹ́ Dafidi tọ Absalomu wá, Huṣai sì wí fún Absalomu pé, “Kí ọba ó pẹ́! Kí ọba ó pẹ́.”",Old Testament,2 Samuel,16,16,9.67,SPEAKER_00,2SA_016_Verse_016.wav,1.7587890625,ó sì ṣe nígbà tí huṣai ará arki ọ̀rẹ́ dafidi tọ absalomu wá huṣai sì wí fún absalomu pé kí ọba ó pẹ́ kí ọba ó pẹ́,0.5185185185185185
"Wọ́n gbé ìhámọ́ra rẹ̀ sí inú ilé tí wọ́n kọ́ fún òrìṣà wọn, wọ́n sì fi orí rẹ̀ kọ́ sí inú ilé Dagoni.",Old Testament,1 Chronicles,10,10,7.12,SPEAKER_00,1CH_010_Verse_010.wav,2.40625,wọ́n gbé ìhámọ́ra rẹ̀ sí inú ilé tí wọ́n kọ́ fún òrìṣà wọn wọ́n sì fi orí rẹ̀ kọ́ sí inú ilé dagoni,0.13043478260869565
"Nínú àwọn Farisi tí ó wà lọ́dọ̀ rẹ̀ gbọ́ nǹkan wọ̀nyí, wọ́n sì wí fún un pé, “Àwa pẹ̀lú fọ́jú bí?”",New Testament,John,9,40,8.83,SPEAKER_00,JHN_009_Verse_040.wav,1.404296875,nínú àwọn farisi tí ó wà lọ́dọ̀ rẹ̀ gbọ́ nǹkan wọ̀nyí wọ́n sì wí fún un pé àwa pẹ̀lú fọ́jú bí,0.2857142857142857
"Nígbà ti ilẹ̀ ń ṣú lọ, àwọn ọmọ-ẹ̀yìn rẹ̀ tọ̀ ọ́ wá, wọ́n sì wí pé, “Ibi yìí jìnnà sí ìlú ilẹ̀ sì ń ṣú lọ. Rán àwọn ènìyàn lọ sí àwọn ìletò kí wọ́n lè ra oúnjẹ jẹ.”",New Testament,Matthew,14,15,16.49,SPEAKER_00,MAT_014_Verse_015.wav,2.6953125,nígbà tí ilẹ̀ ń ṣú lọ àwọn ọmọ-ẹ̀yìn rẹ̀ tọ̀ ọ́ wá wọ́n sì wí pé ìbí yìí jìnnà sí ìlú ilẹ̀ sì ń ṣú lọ rán àwọn ènìyàn lọ sí àwọn ìletò kí wọn lè ra oúnjẹ jẹ,0.2564102564102564
"“ ‘Nígbà tí ẹ bá kórè ilẹ̀ yín ẹ má ṣe kórè dé ìkangun oko yín, tàbí kí ẹ padà gé èyí tí ó ṣẹ́kù sílẹ̀ nínú ìkórè yín. Ẹ fi wọ́n sílẹ̀ fún àwọn tálákà àti àwọn àlejò. Èmi ni Olúwa Ọlọ́run yín.’ ” Ọdún ìfùnpè",Old Testament,Leviticus,23,22,18.47,SPEAKER_00,LEV_023_Verse_022.wav,1.8271484375,nígbà tí ẹ bá kórè ilẹ̀ yín ẹ má ṣe kórè dé ìkangun oko yín tàbí kí ẹ padà gé èyí tí ó ṣẹ́kù sílẹ̀ nínú ìkórè yín ẹ fi wọ́n sílẹ̀ fún àwọn tálákà àti àwọn àlejò,0.2978723404255319
"Sì búra fún mi nísinsin yìí ní orúkọ Olúwa, pé, ìwọ kì yóò gé irú-ọmọ mi kúrò lẹ́yìn mi, àti pé, ìwọ kì yóò pa orúkọ mi run kúrò ní ìdílé baba mi.”",Old Testament,1 Samuel,24,21,10.13,SPEAKER_00,1SA_024_Verse_021.wav,1.6875,sì búra fún mi nísinsin yìí ní orúkọ olúwa pé ìwọ kì yóò gé irú ọmọ mi kúrò lẹ́yìn mi àti pé ìwọ kì yóò pa orúkọ mi run kúrò ní ìdílé baba mi,0.24242424242424243
"Ohun kan yìí sá à dá mi lójú pé, ẹni tí ó ti bẹ̀rẹ̀ iṣẹ́ rere nínú yín, yóò ṣe àṣepé rẹ̀ títí di ọjọ́ náà tí Jesu Kristi yóò dé.",New Testament,Philippians,1,6,10.87,SPEAKER_00,PHP_001_Verse_006.wav,1.7568359375,ohun kan yìí sá à dá mi lójú pé ẹni tí ó ti bẹ̀rẹ̀ iṣẹ́ rere nínú yín yóò ṣe àṣepè rẹ̀ títí di ọjọ́ náà tí jesu kristi yóò dé,0.22580645161290322
"Ọjọ́ dé ọjọ́ ni àwọn ọkùnrin wá láti ran Dafidi lọ́wọ́, títí tí ó fi ní àwọn ológun ńlá, bí ogun Ọlọ́run. Àwọn tókù darapọ̀ pẹ̀lú Dafidi ní Hebroni",Old Testament,1 Chronicles,12,22,10.95,SPEAKER_00,1CH_012_Verse_022.wav,2.158203125,ọjọ́ dé ọjọ́ ni àwọn ọkùnrin wá láti ran dafidi lọ́wọ́ títí tí ó fi ní àwọn ológun ńlá bí ogun ọlọ́run,0.41379310344827586
"Láti ibikíbi tí ẹ bá ń gbé, ẹ mú ìṣù àkàrà méjì tí a fi òsùwọ̀n ìdá méjì nínú mẹ́wàá tí efa (èyí jẹ́ lita mẹ́rin ààbọ̀) ti ìyẹ̀fun, tí a fi ìwúkàrà ṣe, gẹ́gẹ́ bí ọrẹ fífì àkọ́so sí Olúwa.",Old Testament,Leviticus,23,17,17.15,SPEAKER_00,LEV_023_Verse_017.wav,2.5234375,láti ibikíbi tí ẹ bá ń gbé ẹ mú ìṣù àkàrà méjì tí a fi òsùwọ̀n ìdáméjì nínú mẹ́wàá ti eéfà èyí jẹ́ lita mẹ́rin ààbọ̀ ti ìyẹ̀fun tí a fi ìwúkàrà ṣe gẹ́gẹ́ bí ọrẹ fífì àkọ́so sí olúwa,0.2682926829268293
"Wọ̀nyí ni ìran ọmọ Rafa ní Gati, wọ́n sì ṣubú sí ọwọ́ Dafidi àti àwọn ọkùnrin rẹ̀.",Old Testament,1 Chronicles,20,8,9.59,SPEAKER_00,1CH_020_Verse_008.wav,2.5859375,wọ̀nyí ni ìran ọmọ rafa ní gati wọ́n sì ṣubú sí ọwọ́ dafidi àti àwọn ọkùnrin rẹ̀,0.29411764705882354
"Ẹni tí ó bá gbọ́n, jẹ́ kí ó kíyèsi nǹkan wọ̀nyí kí ó wo títóbi ìfẹ́ Olúwa.",Old Testament,Psalms,107,43,8.79,SPEAKER_00,PSA_107_Verse_043.wav,2.87890625,ẹni tí ó bá gbọ́n jẹ́ kí ó kíyèsi nǹkan wọ̀nyí kí ó wo títóbi ìfẹ́ olúwa,0.17647058823529413
"Nígbà náà Dafidi wí pé, kò sí ẹnìkan àyàfi àwọn ọmọ Lefi ni ó lè gbé àpótí ẹ̀rí Ọlọ́run, nítorí Olúwa yàn wọ́n láti gbé àpótí ẹ̀rí Olúwa àti láti máa ṣe ìránṣẹ́ níwájú rẹ̀ títí láé.",Old Testament,1 Chronicles,15,2,15.09,SPEAKER_00,1CH_015_Verse_002.wav,2.22265625,nígbà náà dafidi wí pé kò sí ẹnìkan àyàfi àwọn ọmọ lefi ni ó lè gbé àpótí ẹ̀rí ọlọ́run nítorí olúwa yàn wọ́n láti gbé àpótí ẹ̀rí olúwa àti láti máa ṣe ìránṣẹ́ níwájú rẹ̀ títí láé,0.21621621621621623
"Èmi yóò sì mú ìró ayọ̀ àti inú dídùn kúrò lọ́dọ̀ wọn; ohùn ìyàwó àti ọkọ ìyàwó, ìró ọlọ òkúta àti ìmọ́lẹ̀ fìtílà.",Old Testament,Jeremiah,25,10,11.93,SPEAKER_00,JER_025_Verse_010.wav,1.96484375,èmi yóò sì mú ìró ayọ̀ àti inú dídùn kúrò lọ́dọ̀ wọn ohun ìyàwó àti ọkọ ìyàwó ìró ọlọ òkúta àti ìmọ́lẹ̀ fìtílà,0.21739130434782608
"Àwọn akọrin wà ní iwájú, àwọn olórin wà lẹ́yìn; àwọn ọmọbìnrin tí ń lu ṣaworo sì wà pẹ̀lú wọn.",Old Testament,Psalms,68,25,7.19,SPEAKER_00,PSA_068_Verse_025.wav,1.9267578125,àwọn akọrin wà ní iwájú àwọn olórin wà lẹ́yìn àwọn ọmọbìnrin tí ń lu ṣahoro sì wà pẹ̀lú wọn,0.2631578947368421
"Ó sì tó bí i wákàtí kan síbẹ̀ ẹlòmíràn tẹnumọ́ ọn, wí pé, “Nítòótọ́ eléyìí náà wà pẹ̀lú rẹ̀: nítorí ará Galili ní í ṣe.”",New Testament,Luke,22,59,9.93,SPEAKER_00,LUK_022_Verse_059.wav,2.23828125,ó sì tó bí wákàtí kan síbẹ̀ ẹlòmíràn tẹnumọ́ wí pé nítòótọ́ eléyìí náà wà pẹ̀lú rẹ̀ nítorí ará galili ní í ṣe,0.32
"Nikodemu wí fún un pé, a ó ti ṣe lè tún ènìyàn bí nígbà tí ó di àgbàlagbà tan? Ó ha lè wọ inú ìyá rẹ̀ lọ nígbà kejì, kí a sì bí i?",New Testament,John,3,4,10.9,SPEAKER_00,JHN_003_Verse_004.wav,2.0625,nikodemu wí fún un pé a ó ti ṣe lè tú ènìyàn bí i nígbà tí ó di àgbàlagbà tan ó ha lè wọ inú ìyá rẹ̀ lọ nígbà kejì kí a sì bí i,0.23529411764705882
"Jehu sọ wí pé, “Gbé e jù sílẹ̀!” Wọ́n sì jù ú sílẹ̀. Díẹ̀ nínú ẹ̀jẹ̀ rẹ̀ sì fọ́n sí ara ògiri àti àwọn ẹṣin bí wọ́n ti tẹ̀ ẹ́ mọ́lẹ̀ lábẹ́ ẹsẹ̀ wọn.",Old Testament,2 Kings,9,33,11.03,SPEAKER_00,2KI_009_Verse_033.wav,1.6533203125,jesu sọ wí pé gbé e jù sílẹ̀ wọn sì jù ú sílẹ̀ díẹ̀ nínú ẹ̀jẹ̀ rẹ̀ sì fọ́n sí ara ògiri àti àwọn ẹṣin bí wọ́n ti tẹ̀ ẹ́ mọ́lẹ̀ lábẹ́ ẹsẹ̀ wọn,0.23529411764705882
"Ó sì yan àwọn àlùfáà tirẹ̀ fún àwọn ibi gíga wọ̀n-ọn-nì, àti fún àwọn ère òbúkọ, àti fún ẹgbọrọ màlúù tí ó ṣe.",Old Testament,2 Chronicles,11,15,10.14,SPEAKER_00,2CH_011_Verse_015.wav,2.353515625,ó sì yan àwọn àlùfáà tirẹ̀ fún àwọn ibi gíga wọ̀n-ọn-nì àti fún àwọn èrè òbúkọ àti fún ẹgbọrọ màlúù tí ó ṣe,0.21739130434782608
Kí Farao sì yan àwọn alábojútó láti máa gba ìdámárùn-ún ìkórè oko ilẹ̀ Ejibiti ní àsìkò ọdún méje ọ̀pọ̀.,Old Testament,Genesis,41,34,8.73,SPEAKER_00,GEN_041_Verse_034.wav,2.505859375,kí farao sì yan àwọn alábojútó láti máa gba ìdámárùn-ún ìkórè òko ilẹ̀ ejibiti ní àsìkò ọdún méje ọ̀pọ̀,0.2631578947368421
"“Ègún ni fún ọkùnrin náà tí ó dùbúlẹ̀ pẹ̀lú ìyàwó baba rẹ̀, nítorí ó ti dójúti ibùsùn baba rẹ̀.” Nígbà náà ni gbogbo ènìyàn wọ̀nyí yóò wí pé, “Àmín!”",Old Testament,Deuteronomy,27,20,12.29,SPEAKER_00,DEU_027_Verse_020.wav,2.501953125,ègún ni fún ọkùnrin náà tí ó dùbúlẹ̀ pẹ̀lú ìyàwó baba rẹ̀ nítorí ó ti dójúti ibùsùn baba rẹ̀ nígbà náà ni gbogbo ènìyàn wọ̀nyí yóò wí pé,0.20689655172413793
"Olúwa sì bojú wolẹ̀ láti ọ̀run wá lórí àwọn ọmọ ènìyàn bóyá ó le rí ẹni tí òye yé, ẹnikẹ́ni tó ń wá Ọlọ́run.",Old Testament,Psalms,14,2,9.24,SPEAKER_00,PSA_014_Verse_002.wav,1.958984375,olúwa sì bojú wolẹ̀ láti ọ̀run wá lórí àwọn ọmọ ènìyàn bóyá ó lè rí ẹni tí ó yéyé ẹnikẹ́ni tó ń wá rọ́run,0.20833333333333334
Hesekiah sì sùn pẹ̀lú àwọn baba rẹ̀: Manase ọmọ rẹ̀ sì jẹ ọba ní ipò rẹ̀.,Old Testament,2 Kings,20,21,7.57,SPEAKER_00,2KI_020_Verse_021.wav,3.79296875,hesekiah sì sùn pẹ̀lú àwọn baba rẹ̀ manase ọmọ rẹ̀ sì jẹ ọba ní ipò rẹ̀,0.25
"Láti ìgbà èwe mi, ìṣẹ́ ń ṣẹ́ mi, èmi múra àti kú; nígbà tí ẹ̀rù rẹ bá ń bà mí, èmi di gbére-gbère.",Old Testament,Psalms,88,15,8.79,SPEAKER_00,PSA_088_Verse_015.wav,1.9501953125,láti ìgbà èwe mi ìṣẹ́ńṣẹ́ mi èmi múra àti kú nígbà tí ẹ̀rù rẹ bá ń bà mí èmi di gbèregbèrè,0.391304347826087
"Ará Lefi náà, ọkọ obìnrin tí wọ́n pa fèsì pé, “Èmi àti àlè mi wá sí Gibeah ti àwọn ará Benjamini láti sùn di ilẹ̀ mọ́ níbẹ̀.",Old Testament,Judges,20,4,10.21,SPEAKER_00,JDG_020_Verse_004.wav,2.4453125,ará lefi náà ọkọ obìnrin tí wọ́n pa fèsì pé èmi àti àlè mi wá sí gibeah ti àwọn ará benjamini láti sùn di ilẹ̀ mọ́ ọ níbẹ̀,0.3333333333333333
"Nígbà náà ni Joṣua pe àwọn ọmọ Gibeoni jọ pé, “Èéṣe tí ẹ̀yin fi tàn wá wí pe, ‘Àwa gbé ní ibi tí ó jìnnà sí yín,’ nígbà tí ó jẹ́ pé tòsí wa ní ẹ̀yin ń gbé?",Old Testament,Joshua,9,22,9.8,SPEAKER_00,JOS_009_Verse_022.wav,1.474609375,nígbà náà ni joṣua pe àwọn ọmọ gibeoni jọ pé èéṣe tí ẹ̀yin fi tàn wá wí pé àwa gbé níbi tí ó jìnnà sí yín nígbà tí ó jẹ́ pé tòsíwà ní ẹ̀yin ń gbé,0.34210526315789475
"Wọn kò lé àwọn ara Kenaani tí ń gbé ni Geseri kúrò, títí di òní yìí ni àwọn ará Kenaani ń gbé láàrín àwọn ènìyàn Efraimu, ṣùgbọ́n wọ́n mú wọ́n sìn.",Old Testament,Joshua,16,10,11.48,SPEAKER_00,JOS_016_Verse_010.wav,1.95703125,wọn kò lé àwọn ará kenaani tí ń gbé ní geseri kúrò títí di òní yìí ni àwọn ará kenaani ń gbé láàrín àwọn ènìyàn efraimu ṣùgbọ́n wọ́n sìn,0.3548387096774194
"“Ní ọjọ́ náà, èmi yóò mú kí ìwo Israẹli ru jáde, èmi yóò sì fún ọ ní ẹnu ọ̀rọ̀ ní àárín wọn. Nígbà náà ni wọn yóò mọ̀ pé èmi ni Olúwa.”",Old Testament,Ezekiel,29,21,13.76,SPEAKER_00,EZK_029_Verse_021.wav,1.681640625,ní ọjọ́ náà èmi yóò mú kí ìwo israẹli ru jáde èmi yóò sì fún ọ ní ẹnu ọ̀rọ̀ ní àárín wọn nígbà náà ni wọn yóò mọ̀ pé èmi ni olúwa,0.21875
"Àwọn ọkùnrin ìlú olódi náà sì kígbe sí Jonatani àti ẹni tí ó ru ìhámọ́ra rẹ̀ pé, “Ẹ gòkè tọ̀ wá wá àwa yóò sì kọ́ ọ yín ní ẹ̀kọ́.” Jonatani sì wí fún ẹni tí ó ru ìhámọ́ra rẹ̀ pé, “Gòkè tọ̀ mí lẹ́yìn; Olúwa ti fi wọ́n lé Israẹli lọ́wọ́.”",Old Testament,1 Samuel,14,12,13.02,SPEAKER_00,1SA_014_Verse_012.wav,2.373046875,àwọn ọkùnrin ìlú olódi náà sì kígbe sí jonatani àti ẹni tí ó ru ìhámọ́ra rẹ̀ pé ẹ gòkè tọ̀ wá wá àwa yóò sì kọ́ ọ yín ní ẹ̀kọ́ jonatani sì wí fún ẹni tí ó ru ìhámọ́ra rẹ̀ pé gòkè tọ̀ mí lẹ́yìn olúwa ti fi wọ́n lé israẹli lọ́wọ́,0.23076923076923078
"àwọn ọmọ-aládé dákẹ́ ọ̀rọ̀ sísọ, wọn a sì fi ọwọ́ wọn lé ẹnu.",Old Testament,Job,29,9,4.24,SPEAKER_00,JOB_029_Verse_009.wav,2.1953125,àwọn ọmọ-aládé dákẹ́ ọ̀rọ̀ sísọ wọn a sì fi ọwọ́ wọn lé ẹnu,0.15384615384615385
"Àwọn ènìyàn tí wọ́n jókòó lọ́dọ̀ rẹ̀ sì wí fún un pé, “Ìyá àti àwọn arákùnrin rẹ wà lóde.”",New Testament,Mark,3,32,6.97,SPEAKER_00,MRK_003_Verse_032.wav,2.904296875,àwọn ènìyàn tí wọ́n jókòó lọ́dọ̀ rẹ̀ sì wí fún un pé ìyá àti àwọn arákùnrin rẹ wà lóde,0.21052631578947367
"gbogbo Naftali, ilẹ̀ Efraimu àti Manase, gbogbo ilẹ̀ Juda títí dé Òkun Ńlá,",Old Testament,Deuteronomy,34,2,7.57,SPEAKER_00,DEU_034_Verse_002.wav,2.2265625,gbogbo naftali ilẹ̀ efraimu àti manase gbogbo ilẹ̀ juda títí dé òkun lá,0.46153846153846156
